x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
817.717,476.070,969.165,567.174,1022.845,552.588,949.870,721.510,952.757,505.026,1069.530,599.869,865.956,600.618,1055.826,478.612,856.358,499.833,924.573,445.750
816.295,478.877,968.638,568.326,1023.098,552.311,949.603,721.268,952.716,503.543,1068.886,600.626,865.705,600.288,1055.977,479.508,856.390,501.778,925.157,444.473
814.634,481.761,968.556,568.537,1023.238,552.103,947.410,722.295,952.873,503.220,1067.521,602.474,866.078,600.450,1055.825,479.489,856.601,499.963,924.869,445.948
813.105,485.065,967.986,570.041,1023.095,552.208,940.829,726.124,953.228,501.078,1067.103,602.819,866.044,600.473,1055.330,478.291,856.656,499.191,925.479,444.679
811.866,487.658,967.727,570.861,1023.485,551.601,936.900,725.695,953.285,500.625,1065.767,604.347,866.010,600.290,1055.336,478.305,856.641,498.842,925.791,444.173
810.878,489.847,967.090,572.286,1023.983,551.006,934.524,725.040,953.548,499.267,1065.073,605.030,865.988,600.076,1054.511,476.584,857.077,497.545,925.922,444.070
809.748,492.188,966.663,573.986,1024.030,550.658,931.758,724.316,954.256,497.727,1064.252,606.063,865.806,599.586,1054.642,477.494,857.049,497.530,926.416,443.226
808.284,495.630,967.209,573.061,1024.303,549.715,927.984,723.092,954.864,496.706,1063.421,606.876,862.076,593.827,1054.206,477.427,856.975,496.844,926.493,443.011
807.151,498.231,966.325,575.137,1024.479,549.561,926.252,722.205,955.199,495.810,1062.160,608.157,865.584,598.657,1054.188,477.178,857.318,495.507,926.800,442.475
806.175,501.022,965.977,576.160,1024.360,549.296,925.545,721.849,955.786,494.316,1061.448,608.841,865.917,598.860,1053.989,476.316,858.070,495.032,926.827,442.546
805.300,504.013,966.300,576.022,1024.598,548.763,922.712,720.944,956.391,492.876,1060.742,609.215,865.249,597.778,1053.834,475.863,857.927,494.938,926.560,443.446
804.374,506.835,966.126,576.612,1024.738,548.734,921.407,720.646,957.226,490.416,1059.875,609.998,865.072,597.088,1054.222,476.691,858.688,494.651,926.496,443.823
803.702,509.375,965.505,578.334,1024.364,549.472,919.615,720.086,957.593,490.930,1058.565,611.679,865.313,596.528,1053.912,475.129,858.822,494.066,926.241,444.894
802.824,512.570,965.515,578.825,1024.451,549.219,917.223,719.628,958.296,489.311,1056.030,614.495,nan,nan,1054.431,475.855,nan,nan,926.265,445.019
801.722,516.300,965.422,579.297,1024.441,549.314,916.499,719.510,958.935,488.391,1055.043,615.818,862.523,591.744,1054.074,474.671,859.435,495.384,926.284,445.553
800.440,520.283,965.249,580.226,1025.270,547.208,913.564,718.642,959.923,487.083,1054.493,616.299,864.973,594.901,1054.061,473.031,859.376,495.869,926.340,445.315
799.804,522.350,965.357,580.599,1025.520,546.574,912.152,718.496,960.863,486.776,1053.903,617.112,865.955,595.864,1053.875,472.355,859.479,495.247,926.313,445.895
